CustomerID,FullName,Region,TotalOrders,TotalRevenue,TotalRevenuePerRegion,TotalOrdersPerRegion,AverageOrderValue,TotalQuantityPurchased,TotalProductsPurchased,FirstPurchaseDate,LastPurchaseDate,CustomerLifespanMonths,AverageMonthlySpend,CustomerSegment
26912,Denise Rodriguez,Germany,1,27.769999999999996,4915407.595885038,2623,27.77,3,3,2013-12-10,2013-12-10,0,27.77,New
25691,Mitchell Black,Germany,1,27.769999999999996,4915407.595885038,2623,27.77,3,3,2013-08-02,2013-08-02,0,27.77,New
24875,Darryl Zhang,Germany,1,27.769999999999996,4915407.595885038,2623,27.77,3,3,2013-11-27,2013-11-27,0,27.77,New
27831,Clinton Vazquez,Germany,1,27.769999999999996,4915407.595885038,2623,27.77,3,3,2014-06-25,2014-06-25,0,27.77,New
26821,Tamara Guo,Germany,1,27.769999999999996,4915407.595885038,2623,27.77,3,3,2013-11-05,2013-11-05,0,27.77,New
21911,Joan Ross,France,1,27.769999999999996,7251555.646926051,2672,27.77,3,3,2013-12-08,2013-12-08,0,27.77,New
26845,Theodore Ortega,Germany,1,27.769999999999996,4915407.595885038,2623,27.77,3,3,2014-01-01,2014-01-01,0,27.77,New
25472,Don Malhotra,Germany,1,27.769999999999996,4915407.595885038,2623,27.77,3,3,2014-01-05,2014-01-05,0,27.77,New
27438,Alejandro Shan,Southwest,1,27.769999999999996,24184609.600810263,6224,27.77,3,3,2013-10-21,2013-10-21,0,27.77,New
28229,Samantha Wilson,Southwest,1,27.769999999999996,24184609.600810263,6224,27.77,3,3,2014-01-21,2014-01-21,0,27.77,New
25533,Suzanne Huang,Germany,1,27.769999999999996,4915407.595885038,2623,27.77,3,3,2013-12-29,2013-12-29,0,27.77,New
22397,Marie Patel,France,1,27.769999999999996,7251555.646926051,2672,27.77,3,3,2013-10-28,2013-10-28,0,27.77,New
27843,Gerald Navarro,Germany,1,27.769999999999996,4915407.595885038,2623,27.77,3,3,2013-12-09,2013-12-09,0,27.77,New
27658,Cole Gray,Northwest,1,27.769999999999996,16084942.547585148,4594,27.77,3,3,2013-09-03,2013-09-03,0,27.77,New
25664,Jon Hu,Germany,1,27.769999999999996,4915407.595885038,2623,27.77,3,3,2014-03-21,2014-03-21,0,27.77,New
29416,Pedro Ramos,United Kingdom,1,27.769999999999996,7670721.035475045,3219,27.77,3,3,2013-12-14,2013-12-14,0,27.77,New
19347,Alvin Zhao,United Kingdom,1,27.769999999999996,7670721.035475045,3219,27.77,3,3,2014-06-13,2014-06-13,0,27.77,New
27548,Mason Green,Northwest,1,27.769999999999996,16084942.547585148,4594,27.77,3,3,2014-05-25,2014-05-25,0,27.77,New
27478,Sheila Alvarez,Southwest,1,27.769999999999996,24184609.600810263,6224,27.77,3,3,2013-09-09,2013-09-09,0,27.77,New
29386,Franklin Wang,United Kingdom,1,27.769999999999996,7670721.035475045,3219,27.77,3,3,2013-08-14,2013-08-14,0,27.77,New
25212,Alberto Ruiz,Australia,1,27.769999999999996,10655335.959317066,6843,27.77,3,3,2014-04-17,2014-04-17,0,27.77,New
17907,Priscilla Luo,Australia,1,27.769999999999996,10655335.959317066,6843,27.77,3,3,2014-03-09,2014-03-09,0,27.77,New
24373,Steven Reed,Australia,1,27.769999999999996,10655335.959317066,6843,27.77,3,3,2013-12-30,2013-12-30,0,27.77,New
24280,Peter Shan,Australia,1,27.769999999999996,10655335.959317066,6843,27.77,3,3,2013-12-17,2013-12-17,0,27.77,New
26144,Cassidy Russell,Australia,1,27.769999999999996,10655335.959317066,6843,27.77,3,3,2013-10-05,2013-10-05,0,27.77,New
18013,Kathleen Munoz,United Kingdom,1,27.769999999999996,7670721.035475045,3219,27.77,3,3,2014-06-16,2014-06-16,0,27.77,New
27675,Arianna Bell,Northwest,1,27.769999999999996,16084942.547585148,4594,27.77,3,3,2013-11-14,2013-11-14,0,27.77,New
27433,Barry Garcia,Southwest,1,27.769999999999996,24184609.600810263,6224,27.77,3,3,2013-12-28,2013-12-28,0,27.77,New
28914,Alicia Rai,United Kingdom,1,27.769999999999996,7670721.035475045,3219,27.77,3,3,2013-10-10,2013-10-10,0,27.77,New
28745,Geoffrey Rana,United Kingdom,1,27.769999999999996,7670721.035475045,3219,27.77,3,3,2014-04-27,2014-04-27,0,27.77,New
27848,Fernando Perez,United Kingdom,1,27.769999999999996,7670721.035475045,3219,27.77,3,3,2014-03-30,2014-03-30,0,27.77,New
27828,Ernest Gao,United Kingdom,1,27.769999999999996,7670721.035475045,3219,27.77,3,3,2013-08-23,2013-08-23,0,27.77,New
28642,Lauren Ward,Southwest,1,27.279999999999998,24184609.600810263,6224,27.28,2,2,2013-11-13,2013-11-13,0,27.28,New
26195,Alyssa Rivera,Southwest,1,27.279999999999998,24184609.600810263,6224,27.28,2,2,2013-07-05,2013-07-05,0,27.28,New
26605,Brandon Foster,Southwest,1,27.279999999999998,24184609.600810263,6224,27.28,2,2,2014-06-27,2014-06-27,0,27.28,New
25860,Justin Thomas,Southwest,1,27.279999999999998,24184609.600810263,6224,27.28,2,2,2014-02-26,2014-02-26,0,27.28,New
16418,Katrina Rai,France,1,27.279999999999998,7251555.646926051,2672,27.28,2,2,2013-07-16,2013-07-16,0,27.28,New
28981,Luke Jai,Southwest,1,27.279999999999998,24184609.600810263,6224,27.28,2,2,2013-08-18,2013-08-18,0,27.28,New
28764,Frank Rubio,Southwest,1,27.279999999999998,24184609.600810263,6224,27.28,2,2,2013-07-11,2013-07-11,0,27.28,New
25208,Daniel Taylor,Southwest,1,27.279999999999998,24184609.600810263,6224,27.28,2,2,2013-10-21,2013-10-21,0,27.28,New
25954,Noah Carter,Southwest,1,27.279999999999998,24184609.600810263,6224,27.28,2,2,2013-10-27,2013-10-27,0,27.28,New
15616,Janet Alonso,France,1,27.279999999999998,7251555.646926051,2672,27.28,2,2,2014-02-21,2014-02-21,0,27.28,New
25842,Cole Brooks,Southwest,1,27.279999999999998,24184609.600810263,6224,27.28,2,2,2013-10-01,2013-10-01,0,27.28,New
28623,Marcus Turner,Southwest,1,27.279999999999998,24184609.600810263,6224,27.28,2,2,2013-08-22,2013-08-22,0,27.28,New
16510,Brad Nara,France,1,27.279999999999998,7251555.646926051,2672,27.28,2,2,2013-09-08,2013-09-08,0,27.28,New
16319,Joy Ortega,France,1,27.279999999999998,7251555.646926051,2672,27.28,2,2,2013-08-24,2013-08-24,0,27.28,New
26465,Andrea Evans,Southwest,1,27.279999999999998,24184609.600810263,6224,27.28,2,2,2013-08-14,2013-08-14,0,27.28,New
29224,Kaylee Bailey,Southwest,1,27.279999999999998,24184609.600810263,6224,27.28,2,2,2013-08-05,2013-08-05,0,27.28,New
16472,Olivia Robinson,France,1,27.279999999999998,7251555.646926051,2672,27.28,2,2,2014-04-03,2014-04-03,0,27.28,New
16265,Julie Goel,France,1,27.279999999999998,7251555.646926051,2672,27.28,2,2,2014-03-04,2014-03-04,0,27.28,New
26555,Jeremy Perry,Southwest,1,27.279999999999998,24184609.600810263,6224,27.28,2,2,2014-01-15,2014-01-15,0,27.28,New
15613,Melinda Moreno,France,1,27.279999999999998,7251555.646926051,2672,27.28,2,2,2013-10-23,2013-10-23,0,27.28,New
26524,Anthony Robinson,Southwest,1,27.279999999999998,24184609.600810263,6224,27.28,2,2,2014-05-21,2014-05-21,0,27.28,New
29025,Miguel Hayes,Southwest,1,27.279999999999998,24184609.600810263,6224,27.28,2,2,2013-07-26,2013-07-26,0,27.28,New
16056,Alison Shan,France,1,27.279999999999998,7251555.646926051,2672,27.28,2,2,2014-02-25,2014-02-25,0,27.28,New
16536,Meghan Jimenez,France,1,27.279999999999998,7251555.646926051,2672,27.28,2,2,2013-10-31,2013-10-31,0,27.28,New
26246,Jade Bell,Southwest,1,27.279999999999998,24184609.600810263,6224,27.28,2,2,2014-03-06,2014-03-06,0,27.28,New
26172,Madeline Hernandez,Southwest,1,27.279999999999998,24184609.600810263,6224,27.28,2,2,2014-06-26,2014-06-26,0,27.28,New
26288,Alexandra Russell,Southwest,1,27.279999999999998,24184609.600810263,6224,27.28,2,2,2014-06-15,2014-06-15,0,27.28,New
29172,Arturo Carson,Southwest,1,27.279999999999998,24184609.600810263,6224,27.28,2,2,2014-05-26,2014-05-26,0,27.28,New
25959,Katherine Hall,Southwest,1,27.279999999999998,24184609.600810263,6224,27.28,2,2,2013-09-08,2013-09-08,0,27.28,New
28679,Julian Bryant,Northwest,1,27.279999999999998,16084942.547585148,4594,27.28,2,2,2014-05-15,2014-05-15,0,27.28,New
26451,Mariah Perry,Northwest,1,27.279999999999998,16084942.547585148,4594,27.28,2,2,2013-12-15,2013-12-15,0,27.28,New
25843,Hunter Perez,Northwest,1,27.279999999999998,16084942.547585148,4594,27.28,2,2,2013-11-23,2013-11-23,0,27.28,New
28816,Jessica Cox,Northwest,1,27.279999999999998,16084942.547585148,4594,27.28,2,2,2014-01-21,2014-01-21,0,27.28,New
26542,Jamie Torres,Northwest,1,27.279999999999998,16084942.547585148,4594,27.28,2,2,2013-09-13,2013-09-13,0,27.28,New
17994,Bradley Xu,Germany,1,27.279999999999998,4915407.595885038,2623,27.28,2,2,2013-07-19,2013-07-19,0,27.28,New
16419,Lacey Simpson,Germany,1,27.279999999999998,4915407.595885038,2623,27.28,2,2,2014-03-31,2014-03-31,0,27.28,New
18002,Gina Navarro,Germany,1,27.279999999999998,4915407.595885038,2623,27.28,2,2,2014-02-21,2014-02-21,0,27.28,New
25854,Jordan Chen,Southwest,1,27.279999999999998,24184609.600810263,6224,27.28,2,2,2013-11-02,2013-11-02,0,27.28,New
25931,Ryan Henderson,Northwest,1,27.279999999999998,16084942.547585148,4594,27.28,2,2,2013-12-24,2013-12-24,0,27.28,New
25848,Samuel Robinson,Southwest,1,27.279999999999998,24184609.600810263,6224,27.28,2,2,2013-09-08,2013-09-08,0,27.28,New
26468,Alyssa Brown,Southwest,1,27.279999999999998,24184609.600810263,6224,27.28,2,2,2013-07-11,2013-07-11,0,27.28,New
29235,Isaiah Rogers,Southwest,1,27.279999999999998,24184609.600810263,6224,27.28,2,2,2014-01-16,2014-01-16,0,27.28,New
26349,Adam Lopez,Northwest,1,27.279999999999998,16084942.547585148,4594,27.28,2,2,2013-09-02,2013-09-02,0,27.28,New
25007,Alyssa Sanders,Southwest,1,27.279999999999998,24184609.600810263,6224,27.28,2,2,2013-09-25,2013-09-25,0,27.28,New
15609,Karl Sharma,France,1,27.279999999999998,7251555.646926051,2672,27.28,2,2,2014-01-15,2014-01-15,0,27.28,New
19900,Zoe Richardson,Germany,1,27.279999999999998,4915407.595885038,2623,27.28,2,2,2014-01-27,2014-01-27,0,27.28,New
28982,Sydney Watson,Southwest,1,27.279999999999998,24184609.600810263,6224,27.28,2,2,2013-10-04,2013-10-04,0,27.28,New
25353,Caitlin Stewart,Northwest,1,27.279999999999998,16084942.547585148,4594,27.28,2,2,2014-02-06,2014-02-06,0,27.28,New
17774,Brandi Gutierrez,Germany,1,27.279999999999998,4915407.595885038,2623,27.28,2,2,2014-06-18,2014-06-18,0,27.28,New
25835,Destiny Flores,Southwest,1,27.279999999999998,24184609.600810263,6224,27.28,2,2,2013-07-19,2013-07-19,0,27.28,New
26494,Nicholas White,Southwest,1,27.279999999999998,24184609.600810263,6224,27.28,2,2,2014-03-07,2014-03-07,0,27.28,New
26237,Grace Martin,Southwest,1,27.279999999999998,24184609.600810263,6224,27.28,2,2,2013-07-25,2013-07-25,0,27.28,New
26198,Alyssa Taylor,Southwest,1,27.279999999999998,24184609.600810263,6224,27.28,2,2,2014-02-02,2014-02-02,0,27.28,New
24928,Timothy Wright,Southwest,1,27.279999999999998,24184609.600810263,6224,27.28,2,2,2013-09-13,2013-09-13,0,27.28,New
25338,Jason Perez,Northwest,1,27.279999999999998,16084942.547585148,4594,27.28,2,2,2013-10-01,2013-10-01,0,27.28,New
19898,Desiree Serrano,Germany,1,27.279999999999998,4915407.595885038,2623,27.28,2,2,2014-05-22,2014-05-22,0,27.28,New
19251,Brett Sai,Germany,1,27.279999999999998,4915407.595885038,2623,27.28,2,2,2014-01-06,2014-01-06,0,27.28,New
17995,Sabrina Jimenez,Germany,1,27.279999999999998,4915407.595885038,2623,27.28,2,2,2014-02-03,2014-02-03,0,27.28,New
17970,Erick Martinez,Germany,1,27.279999999999998,4915407.595885038,2623,27.28,2,2,2013-09-01,2013-09-01,0,27.28,New
26336,Noah Brown,Southwest,1,27.279999999999998,24184609.600810263,6224,27.28,2,2,2014-06-19,2014-06-19,0,27.28,New
26502,Taylor Brown,Southwest,1,27.279999999999998,24184609.600810263,6224,27.28,2,2,2014-02-04,2014-02-04,0,27.28,New
25966,Alex Watson,Southwest,1,27.279999999999998,24184609.600810263,6224,27.28,2,2,2013-12-07,2013-12-07,0,27.28,New
26531,Jeremy Reed,Southwest,1,27.279999999999998,24184609.600810263,6224,27.28,2,2,2013-10-23,2013-10-23,0,27.28,New
29245,Angel Roberts,Southwest,1,27.279999999999998,24184609.600810263,6224,27.28,2,2,2014-05-06,2014-05-06,0,27.28,New
28762,Aaron Henderson,Northwest,1,27.279999999999998,16084942.547585148,4594,27.28,2,2,2014-06-04,2014-06-04,0,27.28,New
26593,Eduardo Campbell,Southwest,1,27.279999999999998,24184609.600810263,6224,27.28,2,2,2014-05-20,2014-05-20,0,27.28,New
26243,Fernando Gonzalez,Northwest,1,27.279999999999998,16084942.547585148,4594,27.28,2,2,2014-05-09,2014-05-09,0,27.28,New
25908,Melissa Long,Southwest,1,27.279999999999998,24184609.600810263,6224,27.28,2,2,2014-06-28,2014-06-28,0,27.28,New
20588,Nancy Raman,United Kingdom,1,27.279999999999998,7670721.035475045,3219,27.28,2,2,2013-07-22,2013-07-22,0,27.28,New
26648,Riley Rogers,Southwest,1,27.279999999999998,24184609.600810263,6224,27.28,2,2,2014-04-07,2014-04-07,0,27.28,New
24953,Aaron Green,Northwest,1,27.279999999999998,16084942.547585148,4594,27.28,2,2,2013-11-13,2013-11-13,0,27.28,New
29173,Richard Bradley,Northwest,1,27.279999999999998,16084942.547585148,4594,27.28,2,2,2013-09-27,2013-09-27,0,27.28,New
26275,Miguel Johnson,Northwest,1,27.279999999999998,16084942.547585148,4594,27.28,2,2,2013-12-10,2013-12-10,0,27.28,New
26462,Lauren Kelly,Northwest,1,27.279999999999998,16084942.547585148,4594,27.28,2,2,2014-02-15,2014-02-15,0,27.28,New
29210,Devin Peterson,Northwest,1,27.279999999999998,16084942.547585148,4594,27.28,2,2,2014-01-24,2014-01-24,0,27.28,New
26454,Sebastian Cox,Northwest,1,27.279999999999998,16084942.547585148,4594,27.28,2,2,2013-12-27,2013-12-27,0,27.28,New
22794,Kelli Deng,United Kingdom,1,27.279999999999998,7670721.035475045,3219,27.28,2,2,2013-08-04,2013-08-04,0,27.28,New
20136,Bonnie Kennedy,United Kingdom,1,27.279999999999998,7670721.035475045,3219,27.28,2,2,2014-06-06,2014-06-06,0,27.28,New
26334,Ross Blanco,Southwest,1,27.279999999999998,24184609.600810263,6224,27.28,2,2,2014-02-28,2014-02-28,0,27.28,New
26507,Abhijit Thakur,Northwest,1,27.279999999999998,16084942.547585148,4594,27.28,2,2,2013-11-02,2013-11-02,0,27.28,New
28971,Jason Shan,Northwest,1,27.279999999999998,16084942.547585148,4594,27.28,2,2,2013-07-09,2013-07-09,0,27.28,New
25929,Alexandra Gray,Northwest,1,27.279999999999998,16084942.547585148,4594,27.28,2,2,2013-09-10,2013-09-10,0,27.28,New
25853,Chloe Collins,Northwest,1,27.279999999999998,16084942.547585148,4594,27.28,2,2,2014-05-27,2014-05-27,0,27.28,New
25356,Jonathan Miller,Northwest,1,27.279999999999998,16084942.547585148,4594,27.28,2,2,2013-09-18,2013-09-18,0,27.28,New
25358,Jade Torres,Northwest,1,27.279999999999998,16084942.547585148,4594,27.28,2,2,2013-12-17,2013-12-17,0,27.28,New
29248,Jonathan Martin,Northwest,1,27.279999999999998,16084942.547585148,4594,27.28,2,2,2013-07-18,2013-07-18,0,27.28,New
25834,Jeremy Davis,Southwest,1,27.279999999999998,24184609.600810263,6224,27.28,2,2,2014-02-22,2014-02-22,0,27.28,New
20566,George Mehta,United Kingdom,1,27.279999999999998,7670721.035475045,3219,27.28,2,2,2013-12-07,2013-12-07,0,27.28,New
21824,Warren She,United Kingdom,1,27.279999999999998,7670721.035475045,3219,27.28,2,2,2014-05-12,2014-05-12,0,27.28,New
19392,Sergio Kapoor,United Kingdom,1,27.279999999999998,7670721.035475045,3219,27.28,2,2,2013-07-19,2013-07-19,0,27.28,New
28803,Gabriella Edwards,Northwest,1,27.279999999999998,16084942.547585148,4594,27.28,2,2,2013-09-27,2013-09-27,0,27.28,New
20806,James Lopez,United Kingdom,1,27.279999999999998,7670721.035475045,3219,27.28,2,2,2013-12-07,2013-12-07,0,27.28,New
17951,Frederick Malhotra,United Kingdom,1,27.279999999999998,7670721.035475045,3219,27.28,2,2,2013-12-05,2013-12-05,0,27.28,New
26045,Samuel Jenkins,Northwest,1,27.279999999999998,16084942.547585148,4594,27.28,2,2,2014-03-01,2014-03-01,0,27.28,New
19190,Carl Shen,United Kingdom,1,27.279999999999998,7670721.035475045,3219,27.28,2,2,2014-02-07,2014-02-07,0,27.28,New
28801,Katelyn Hall,Northwest,1,27.279999999999998,16084942.547585148,4594,27.28,2,2,2013-11-25,2013-11-25,0,27.28,New
26039,Robert Garcia,Northwest,1,27.279999999999998,16084942.547585148,4594,27.28,2,2,2014-04-07,2014-04-07,0,27.28,New
26323,Dwayne Ruiz,Northwest,1,27.279999999999998,16084942.547585148,4594,27.28,2,2,2014-04-18,2014-04-18,0,27.28,New
13804,Dawn Luo,United Kingdom,1,27.279999999999998,7670721.035475045,3219,27.28,2,2,2014-06-02,2014-06-02,0,27.28,New
19328,Shawn Xu,United Kingdom,1,27.279999999999998,7670721.035475045,3219,27.28,2,2,2013-09-14,2013-09-14,0,27.28,New
26463,Alexa Rogers,Northwest,1,27.279999999999998,16084942.547585148,4594,27.28,2,2,2014-02-26,2014-02-26,0,27.28,New
26053,Austin Anderson,Northwest,1,27.279999999999998,16084942.547585148,4594,27.28,2,2,2013-08-19,2013-08-19,0,27.28,New
26171,Randall Ruiz,Southwest,1,27.279999999999998,24184609.600810263,6224,27.28,2,2,2013-11-05,2013-11-05,0,27.28,New
13688,Ruben Sanchez,United Kingdom,1,27.279999999999998,7670721.035475045,3219,27.28,2,2,2013-11-29,2013-11-29,0,27.28,New
29219,Darren Arun,Southwest,1,27.279999999999998,24184609.600810263,6224,27.28,2,2,2014-06-23,2014-06-23,0,27.28,New
26284,Garrett Ward,Northwest,1,27.279999999999998,16084942.547585148,4594,27.28,2,2,2014-03-07,2014-03-07,0,27.28,New
15013,Julia Campbell,Southwest,1,26.97,24184609.600810263,6224,26.97,2,2,2013-10-03,2013-10-03,0,26.97,New
17336,Chase Sanchez,Southwest,1,26.97,24184609.600810263,6224,26.97,2,2,2013-07-28,2013-07-28,0,26.97,New
15911,Maria Baker,Northwest,1,26.97,16084942.547585148,4594,26.97,2,2,2014-03-09,2014-03-09,0,26.97,New
23716,Kyle Wright,Canada,1,26.97,16355770.454862092,4067,26.97,2,2,2013-09-16,2013-09-16,0,26.97,New
16143,Sara Evans,Southwest,1,26.97,24184609.600810263,6224,26.97,2,2,2013-09-15,2013-09-15,0,26.97,New
25813,Isaac Hernandez,Australia,1,26.97,10655335.959317066,6843,26.97,2,2,2013-08-25,2013-08-25,0,26.97,New
24599,Virginia Garcia,Australia,1,26.97,10655335.959317066,6843,26.97,2,2,2014-01-13,2014-01-13,0,26.97,New
14638,Blake Scott,Northwest,1,26.97,16084942.547585148,4594,26.97,2,2,2014-05-20,2014-05-20,0,26.97,New
15522,Ethan Russell,Northwest,1,26.97,16084942.547585148,4594,26.97,2,2,2014-01-17,2014-01-17,0,26.97,New
14916,Paige Washington,Northwest,1,26.97,16084942.547585148,4594,26.97,2,2,2013-07-15,2013-07-15,0,26.97,New
16191,Margaret Zeng,United Kingdom,2,26.97,7670721.035475045,3219,13.49,2,2,2014-03-23,2014-05-31,2,13.49,New
16369,Isabel Powell,Northwest,1,26.97,16084942.547585148,4594,26.97,2,2,2014-02-02,2014-02-02,0,26.97,New
21227,Melanie Morgan,Australia,1,26.97,10655335.959317066,6843,26.97,2,2,2014-02-24,2014-02-24,0,26.97,New
16251,Makayla Howard,United Kingdom,2,26.97,7670721.035475045,3219,13.49,2,2,2013-10-01,2014-05-20,7,3.85,Regular
18304,Yolanda She,Australia,2,26.56,10655335.959317066,6843,13.28,3,2,2013-09-21,2014-06-03,9,2.95,Regular
26736,Lacey Xu,Southwest,1,25.479999999999997,24184609.600810263,6224,25.48,2,2,2013-07-18,2013-07-18,0,25.48,New
28054,Carol Cox,Southwest,1,25.479999999999997,24184609.600810263,6224,25.48,2,2,2013-08-30,2013-08-30,0,25.48,New
26483,Taylor Ward,Southwest,1,25.479999999999997,24184609.600810263,6224,25.48,2,2,2013-12-22,2013-12-22,0,25.48,New
26776,Jenny Guo,Southwest,1,25.479999999999997,24184609.600810263,6224,25.48,2,2,2013-10-22,2013-10-22,0,25.48,New
21005,Barbara Zhu,France,1,25.479999999999997,7251555.646926051,2672,25.48,2,2,2014-01-13,2014-01-13,0,25.48,New
22425,Roy Sullivan,France,1,25.479999999999997,7251555.646926051,2672,25.48,2,2,2014-03-26,2014-03-26,0,25.48,New
24844,Maria Ward,France,1,25.479999999999997,7251555.646926051,2672,25.48,2,2,2014-05-13,2014-05-13,0,25.48,New
29437,Haley Bell,France,1,25.479999999999997,7251555.646926051,2672,25.48,2,2,2014-02-27,2014-02-27,0,25.48,New
22394,Meagan Suri,France,1,25.479999999999997,7251555.646926051,2672,25.48,2,2,2014-06-27,2014-06-27,0,25.48,New
21119,Edward Campbell,France,1,25.479999999999997,7251555.646926051,2672,25.48,2,2,2014-02-27,2014-02-27,0,25.48,New
25789,Julia Mitchell,France,1,25.479999999999997,7251555.646926051,2672,25.48,2,2,2014-05-12,2014-05-12,0,25.48,New
29451,Geoffrey Lopez,France,1,25.479999999999997,7251555.646926051,2672,25.48,2,2,2013-07-11,2013-07-11,0,25.48,New
21112,Johnathan Prasad,France,1,25.479999999999997,7251555.646926051,2672,25.48,2,2,2013-10-31,2013-10-31,0,25.48,New
22561,Katie Nara,France,1,25.479999999999997,7251555.646926051,2672,25.48,2,2,2013-12-25,2013-12-25,0,25.48,New
18444,Shannon Chow,Australia,1,25.479999999999997,10655335.959317066,6843,25.48,2,2,2014-05-31,2014-05-31,0,25.48,New
18450,Willie Shen,Australia,1,25.479999999999997,10655335.959317066,6843,25.48,2,2,2014-03-31,2014-03-31,0,25.48,New
26791,Kelvin Nath,Southwest,1,25.479999999999997,24184609.600810263,6224,25.48,2,2,2014-01-20,2014-01-20,0,25.48,New
28230,Stephanie Morgan,Southwest,1,25.479999999999997,24184609.600810263,6224,25.48,2,2,2013-10-23,2013-10-23,0,25.48,New
27476,Alexis Alexander,Southwest,1,25.479999999999997,24184609.600810263,6224,25.48,2,2,2014-04-26,2014-04-26,0,25.48,New
27533,Allison Perez,Southwest,1,25.479999999999997,24184609.600810263,6224,25.48,2,2,2013-09-16,2013-09-16,0,25.48,New
26779,Alexandra Henderson,Southwest,1,25.479999999999997,24184609.600810263,6224,25.48,2,2,2014-01-26,2014-01-26,0,25.48,New
27911,Robert Moore,Northwest,1,25.479999999999997,16084942.547585148,4594,25.48,2,2,2014-06-08,2014-06-08,0,25.48,New
27753,Steven Morgan,Northwest,1,25.479999999999997,16084942.547585148,4594,25.48,2,2,2013-08-21,2013-08-21,0,25.48,New
26395,Daisy Gill,Germany,1,25.479999999999997,4915407.595885038,2623,25.48,2,2,2013-07-14,2013-07-14,0,25.48,New
26989,Mason Campbell,Germany,1,25.479999999999997,4915407.595885038,2623,25.48,2,2,2013-07-05,2013-07-05,0,25.48,New
25524,Shaun Anand,Germany,1,25.479999999999997,4915407.595885038,2623,25.48,2,2,2013-09-06,2013-09-06,0,25.48,New
25144,Johnathan Fernandez,Germany,1,25.479999999999997,4915407.595885038,2623,25.48,2,2,2014-02-17,2014-02-17,0,25.48,New
28033,Gavin Jenkins,Southwest,1,25.479999999999997,24184609.600810263,6224,25.48,2,2,2014-04-01,2014-04-01,0,25.48,New
25771,Gabriella Rivera,Germany,1,25.479999999999997,4915407.595885038,2623,25.48,2,2,2014-03-15,2014-03-15,0,25.48,New
27740,Jodi Nath,Northwest,1,25.479999999999997,16084942.547585148,4594,25.48,2,2,2013-08-17,2013-08-17,0,25.48,New
22534,Suzanne Liang,France,1,25.479999999999997,7251555.646926051,2672,25.48,2,2,2014-05-21,2014-05-21,0,25.48,New
27178,Terrance Mehta,Germany,1,25.479999999999997,4915407.595885038,2623,25.48,2,2,2014-05-22,2014-05-22,0,25.48,New
24855,Kaylee Wright,Germany,1,25.479999999999997,4915407.595885038,2623,25.48,2,2,2013-07-20,2013-07-20,0,25.48,New
25296,Christina Stewart,France,1,25.479999999999997,7251555.646926051,2672,25.48,2,2,2014-06-22,2014-06-22,0,25.48,New
25318,Dennis Wang,Germany,1,25.479999999999997,4915407.595885038,2623,25.48,2,2,2014-03-15,2014-03-15,0,25.48,New
29426,Neil Gomez,France,1,25.479999999999997,7251555.646926051,2672,25.48,2,2,2014-03-14,2014-03-14,0,25.48,New
25267,Arthur Malhotra,Australia,1,25.479999999999997,10655335.959317066,6843,25.48,2,2,2013-08-23,2013-08-23,0,25.48,New
17905,Calvin Yuan,Australia,1,25.479999999999997,10655335.959317066,6843,25.48,2,2,2014-04-11,2014-04-11,0,25.48,New
27794,Dawn Kumar,United Kingdom,1,25.479999999999997,7670721.035475045,3219,25.48,2,2,2013-08-03,2013-08-03,0,25.48,New
25031,Kristina Malhotra,Australia,1,25.479999999999997,10655335.959317066,6843,25.48,2,2,2013-10-02,2013-10-02,0,25.48,New
27505,Bonnie Skelly,Southwest,1,25.479999999999997,24184609.600810263,6224,25.48,2,2,2014-01-28,2014-01-28,0,25.48,New
11469,Edwin Raji,United Kingdom,1,25.479999999999997,7670721.035475045,3219,25.48,2,2,2014-01-09,2014-01-09,0,25.48,New
28081,Paige Watson,Northwest,1,25.479999999999997,16084942.547585148,4594,25.48,2,2,2014-05-16,2014-05-16,0,25.48,New
29444,Beth Blanco,United Kingdom,1,25.479999999999997,7670721.035475045,3219,25.48,2,2,2014-03-10,2014-03-10,0,25.48,New
27827,Meagan Malhotra,United Kingdom,1,25.479999999999997,7670721.035475045,3219,25.48,2,2,2014-04-09,2014-04-09,0,25.48,New
18012,Karen Zhu,United Kingdom,1,25.479999999999997,7670721.035475045,3219,25.48,2,2,2014-04-04,2014-04-04,0,25.48,New
20521,Gina Carlson,Northwest,1,25.22,16084942.547585148,4594,25.22,4,4,2014-05-09,2014-05-09,0,25.22,New
20769,Michelle Sanders,Northwest,1,25.22,16084942.547585148,4594,25.22,4,4,2013-10-13,2013-10-13,0,25.22,New
25844,Riley Butler,Southwest,1,24.99,24184609.600810263,6224,24.99,1,1,2013-07-11,2013-07-11,0,24.99,New
16042,Ian Hall,France,1,24.99,7251555.646926051,2672,24.99,1,1,2013-11-29,2013-11-29,0,24.99,New
25354,Kevin Hughes,Southwest,1,24.99,24184609.600810263,6224,24.99,1,1,2014-04-30,2014-04-30,0,24.99,New
26500,Billy Ruiz,Southwest,1,24.99,24184609.600810263,6224,24.99,1,1,2014-02-07,2014-02-07,0,24.99,New
29129,Timothy Watson,Southwest,1,24.99,24184609.600810263,6224,24.99,1,1,2013-10-03,2013-10-03,0,24.99,New
29220,Melinda Ramos,Southwest,1,24.99,24184609.600810263,6224,24.99,1,1,2014-01-05,2014-01-05,0,24.99,New
